artist,spotify_url,day,genre,note,songs,song_count,original_songs,review_status,review_notes,sources,related_artists,spotify_image_url,spotify_image_source,spotify_image_note,spotify_top5_tracks,spotify_top5_source,spotify_top5_note
Carlita x Josh Baker,https://open.spotify.com/artist/1GVbOnrND8b3eh2JZ4opw8,Sunday,House / DJ,Verified b2b house set — real tracks from both artists' discographies.,Cash For Love (Carlita)|Shadows (Carlita)|Mind Off (Carlita)|Time (Carlita)|The Moment feat. SG Lewis (Carlita)|See It As A Sign (Carlita)|Sentimental (Carlita)|Zorro (Carlita)|Something to Me (Josh Baker)|Bass Up to the Top (Josh Baker)|You Don't Own Me feat. RAHH (Josh Baker)|Back It Up feat. Omar+ (Josh Baker)|Soul Snatcher (Josh Baker)|Out Of Hand (Josh Baker),14,Cash For Love (Carlita)|Shadows (Carlita)|Mind Off (Carlita)|Time (Carlita)|The Moment feat. SG Lewis (Carlita)|See It As A Sign (Carlita)|Sentimental (Carlita)|Zorro (Carlita)|Something to Me (Josh Baker)|Bass Up to the Top (Josh Baker)|You Don't Own Me feat. RAHH (Josh Baker)|Back It Up feat. Omar+ (Josh Baker)|Soul Snatcher (Josh Baker)|Out Of Hand (Josh Baker),,,,Chloé Caillet x Rossi; Green Velvet × AYYBO; Sander Kleinenberg; Zerb; Josh Baker x Carlita,https://image-cdn-fa.spotifycdn.com/image/ab676161000051746da48dad7f35739a168ddc16,Spotify oEmbed thumbnail_url,Spotify URL resolves to Carlita; image may not represent the combined billing with Josh Baker.,Time | Forever Baby | Mind Off | Wait For You | Fell In Luv - Black Circle Remix,Spotify artist embed top tracks,"Top tracks pulled from linked Spotify artist page, which resolves to Carlita rather than the combined billing."
Mëstiza,https://open.spotify.com/artist/1l6pQ0SDItjXzbG9zloE2n,Sunday,Electronic / Latin,Spanish DJ/producer — electronic meets flamenco influences.,,0,,,,,Cachirula & Loojan; Los Hermanos Flores; Nine Inch Noize; Disclosure; Moby,https://image-cdn-fa.spotifycdn.com/image/ab67616100005174c7bde034559755bf66e4db98,Spotify oEmbed thumbnail_url,,Asereje - Remix | El Flamenco | Campanera | Tambora | Enamorá,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
&friends,https://open.spotify.com/artist/0Z7zcsIphrPDnfZj9Ppqw0,Sunday,Electronic / DJ,DJ collective.,,0,,,,,Levity; Marlon Hoffstadt; Prospa; Max Styler; Max Dean x Luke Dean,https://image-cdn-ak.spotifycdn.com/image/ab67616100005174bed330d1812069d8bd4e6b22,Spotify oEmbed thumbnail_url,,Jackie B | It's Not Right (&friends Remake) - Radio Edit | Halele - Alex Wann Remix | Everyday | Isaka (6am) &friends Mix - In Beirut,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
AZZECCA,https://open.spotify.com/artist/2k5DY2QDU3kBi5DX7OQlWj,Sunday,Electronic / DJ,,,0,,,,,Levity; Marlon Hoffstadt; Prospa; Max Styler; Max Dean x Luke Dean,https://image-cdn-ak.spotifycdn.com/image/ab67616100005174323a8cecfc571cb4dc557f33,Spotify oEmbed thumbnail_url,,Other Side | find a reason | Tell That Boy | dreams | IDK,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
LE YORA,https://open.spotify.com/artist/0JguaqQNo1CgVjFqtIXyGR,Sunday,Electronic / Pop,,,0,,,,,fakemink; Jessica Brankka; WHATMORE; COBRAH; RØZ,https://image-cdn-ak.spotifycdn.com/image/ab67616100005174301ae0da08a0911b90a55413,Spotify oEmbed thumbnail_url,,EVERYTHING IN ITS RIGHT PLACE | Que Pasa | BE LIKE YOU | SACROSANCT - YUMA Remix | LIFETIME,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Samia,https://open.spotify.com/artist/1Uk1GyijF6fSfX4mWq5bfR,Sunday,Indie Rock / Alt,NY-based indie rock singer-songwriter — sharp and heartfelt.,Triptych|Dare|Fair Game|Sacred|Bovine Excision|Proof|Carousel|Hole in a Frame|Big Wheel|Kill Her Freak Out|Spine Oil|Craziest Person|Lizard|North Poles|Fit N Full|Pants|Pool|Is There Something in the Movies?|Honey,19,Triptych|Dare|Fair Game|Sacred|Bovine Excision|Proof|Carousel|Hole in a Frame|Big Wheel|Kill Her Freak Out|Spine Oil|Craziest Person|Lizard|North Poles|Fit N Full|Pants|Pool|Is There Something in the Movies?|Honey,,,,Carolina Durante; The Strokes; Interpol; Geese; Blondshell,https://image-cdn-fa.spotifycdn.com/image/ab676161000051742d2126fd7b1dac0a7e138d54,Spotify oEmbed thumbnail_url,,Carousel | Bovine Excision | Lizard | Hole In A Frame | Pants,Spotify artist embed top tracks,Top 5 pulled from linked Spotify artist embed; ranking may include features/remixes.
Tomora,https://open.spotify.com/artist/5r0BuurxKQugj8cjHiO8pY,Sunday,Electronic / Dream Pop,Tom Rowlands (Chemical Brothers) + AURORA. Coachella WORLD DEBUT.,PLEASE|COME CLOSER|A BOY LIKE YOU|RING THE ALARM|MY BABY|HAVE YOU SEEN ME DANCE ALONE?|SOMEWHERE ELSE|I DRINK THE LIGHT|WAVELENGTHS|SIDE BY SIDE|THE THING|IN A MINUTE,12,PLEASE|COME CLOSER|A BOY LIKE YOU|RING THE ALARM|MY BABY|HAVE YOU SEEN ME DANCE ALONE?|SOMEWHERE ELSE|I DRINK THE LIGHT|WAVELENGTHS|SIDE BY SIDE|THE THING|IN A MINUTE,,,,fakemink; Ninajirachi; Jessica Brankka; flowerovlove; Labrinth,https://image-cdn-ak.spotifycdn.com/image/ab676161000051745e397a04c6e3b0254d9de3c7,Spotify oEmbed thumbnail_url,,SOMEWHERE ELSE | THE THING | RING THE ALARM | RING THE ALARM - DJ Babatr Remix,Spotify artist embed top tracks,Only 4 tracks were visible on the linked Spotify artist embed page.
Anyma presents Æden,https://open.spotify.com/artist/4iBwchw0U0GZv5RfVYSMxN,Sunday,Electronic / Techno,World premiere of ÆDEN — Matteo Milleri's new project. Historic special presentation.,Explore Your Future|Consciousness|Welcome to the Opera|Eternity|House of the Rising Sun (edit)|Running|Godd|Life After Life|2 B Loved|Miracles|Deep in My Mind,11,Explore Your Future|Consciousness|Welcome to the Opera|Eternity|House of the Rising Sun (edit)|Running|Godd|Life After Life|2 B Loved|Miracles|Deep in My Mind,,,,Anyma; Nine Inch Noize; Boys Noize; Disclosure; Moby,https://image-cdn-ak.spotifycdn.com/image/ab676161000051747f93152e853393d8c7cc71a0,Spotify oEmbed thumbnail_url,"Spotify URL resolves to Anyma; image may not reflect the specific ""Anyma presents Æden"" branding.",Hypnotized (feat. Ellie Goulding) | Alive - Anyma Remix | Turn On The Lights again.. (feat. Future & Fred again..) - Anyma Remix | Out Of My Body (feat. EJAE) | Voices In My Head,Spotify artist embed top tracks,"Top tracks pulled from linked Spotify artist page, which resolves to Anyma rather than the specific event billing."
Coi Leray,,Heineken House,Rap / Pop,Heineken House stage. High-energy rapper known for No More Parties.,No More Parties|TWINNEM|Wicked Butterflies|Slide|Isabel Marant|BIG PURR|Coke Bottle Body|Wanna Come Thru|Blick Blick|Self Love|We Time|Make My Day|Players|Lemon Cars,14,No More Parties|TWINNEM|Wicked Butterflies|Slide|Isabel Marant|BIG PURR|Coke Bottle Body|Wanna Come Thru|Blick Blick|Self Love|We Time|Make My Day|Players|Lemon Cars,,,,Joost; Sabrina Carpenter; KATSEYE; Sexyy Red; fakemink,,,,,,
Wale,,Heineken House,Hip-Hop / Rap,Heineken House stage. DC rapper with a dedicated fanbase.,Beautiful Bliss|Clappers|That Way|The Need to Know|Diced Pineapples|On Chill|Bag of Money|Blanco|Ambition|Pretty Girls|The Matrimony|The Body|Poke It Out|My PYT|Bad|No Hands|Lotus Flower Bomb|Where to Start,18,Beautiful Bliss|Clappers|That Way|The Need to Know|Diced Pineapples|On Chill|Bag of Money|Blanco|Ambition|Pretty Girls|The Matrimony|The Body|Poke It Out|My PYT|Bad|No Hands|Lotus Flower Bomb|Where to Start,,,,Sexyy Red; Clipse; Little Simz; Big Boi; Joost,,,,,,
Less Than Jake,,Heineken House,Ska Punk,Heineken House stage. Beloved ska-punk legends.,Gainesville Rock City|Lie to Me|Johnny Quest Thinks We're Sellouts|Walking Pipebomb|All My Best Friends Are Metalheads|Automatic|The Science of Selling Yourself Short|Not My Problem|Brand New Day,9,Gainesville Rock City|Lie to Me|Johnny Quest Thinks We're Sellouts|Walking Pipebomb|All My Best Friends Are Metalheads|Automatic|The Science of Selling Yourself Short|Not My Problem|Brand New Day,,,,Turnstile; Devo; Joyce Manor; Hot Mulligan; Fleshwater,,,,,,
Motion City Soundtrack,,Heineken House,Emo / Pop Punk,Heineken House stage. Emo pop-punk icons.,Broken Heart|Make Out Kids|When You're Around|Her Words Destroyed My Planet|A Lifeless Ordinary (Need a Little Help)|Point of Extinction|She is Afraid|This Is for Real|Better Open the Door|L.G. FUAD|My Favorite Accident|Perfect Teeth|Attractive Today|Last Night|Everything Is Alright,15,Broken Heart|Make Out Kids|When You're Around|Her Words Destroyed My Planet|A Lifeless Ordinary (Need a Little Help)|Point of Extinction|She is Afraid|This Is for Real|Better Open the Door|L.G. FUAD|My Favorite Accident|Perfect Teeth|Attractive Today|Last Night|Everything Is Alright,,,,Hot Mulligan; Joyce Manor; Turnstile; Devo; Fleshwater,,,,,,
Robin Schulz,,Heineken House,Deep House / DJ,Heineken House stage. German DJ — massive in Europe.,,0,,,,,Bedouin; Duke Dumont; Mahmut Orhan; Marlon Hoffstadt; Gordo,,,,,,
Sander Kleinenberg,,Heineken House,House / Techno / DJ,Heineken House stage. Dutch house music legend.,,0,,,,,Green Velvet × AYYBO; Chloé Caillet x Rossi; Sahar Z; Boys Noize; Armin van Buuren × Adam Beyer,,,,,,
Mild Minds,,Heineken House,Electronic / Ambient,Heineken House stage. Australian electronic producer.,,0,,,,,Moby; Nine Inch Noize; Disclosure; fakemink; Groove Armada,,,,,,
Zerb,,Heineken House,Electronic / House / DJ,Heineken House stage. Afro house DJ.,,0,,,,,Marlon Hoffstadt; Disclosure; Groove Armada; Mahmut Orhan; Levity,,,,,,
Niiko x SWAE,,Heineken House,Electronic / DJ,Heineken House stage.,,0,,,,,Levity; Marlon Hoffstadt; Prospa; Max Styler; Max Dean x Luke Dean,,,,,,
Kryptogram,,Heineken House,Electronic / DJ,Heineken House stage.,,0,,,,,Levity; Marlon Hoffstadt; Prospa; Max Styler; Max Dean x Luke Dean,,,,,,
Joshwa,,Heineken House,Tech House / DJ,Heineken House stage. UK tech house DJ.,,0,,,,,Gordo; Kettama; HUGEL; Marlon Hoffstadt; Chloé Caillet x Rossi,,,,,,
Nimino,,Heineken House,Electronic / DJ,Heineken House stage.,,0,,,,,Levity; Marlon Hoffstadt; Prospa; Max Styler; Max Dean x Luke Dean,,,,,,
Oskar Med K,,Heineken House,Electronic / DJ,Heineken House stage.,,0,,,,,Levity; Marlon Hoffstadt; Prospa; Max Styler; Max Dean x Luke Dean,,,,,,
REDKE,,Heineken House,Electronic / DJ,Heineken House stage.,,0,,,,,Levity; Marlon Hoffstadt; Prospa; Max Styler; Max Dean x Luke Dean,,,,,,
Andruss,,Heineken House,Electronic / DJ,Heineken House stage.,,0,,,,,Levity; Marlon Hoffstadt; Prospa; Max Styler; Max Dean x Luke Dean,,,,,,
Sean Paul,,Heineken House (Weekend 1 only),Dancehall / Reggae,Heineken House stage — Weekend 1 only. Dancehall legend.,Temperature|We Be Burnin'|Get Busy|Give It Up to Me|Got 2 Luv U|Other Side of Love|Baby Boy,7,Temperature|We Be Burnin'|Get Busy|Give It Up to Me|Got 2 Luv U|Other Side of Love|Baby Boy,,,,Major Lazer,,,,,,
Big Boi,,Heineken House (Weekend 2 only),Hip-Hop / Rap,Heineken House stage — Weekend 2 only. OutKast's Big Boi solo.,Shutterbug|Mama Told Me|Fo Yo Sorrows|Kill Jill|Chocolate|Kryptonite,6,Shutterbug|Mama Told Me|Fo Yo Sorrows|Kill Jill|Chocolate|Kryptonite,,,,Sexyy Red; Clipse; Little Simz; Wale; Joost,,,,,,
FKA Twigs,,Sunday,Art Pop / Electronic,Eusexua Tour — finally here after 2025 visa cancellation. Unmissable.,Eusexua|Perfect Stranger|Room of Fools|Striptease|Perfectly|oh my love|honda|Drums of Death|Cellophane|Two Weeks|Water Me|Sad Day|Papi Pacify|Good to Love|Kicks,15,Eusexua|Perfect Stranger|Room of Fools|Striptease|Perfectly|oh my love|honda|Drums of Death|Cellophane|Two Weeks|Water Me|Sad Day|Papi Pacify|Good to Love|Kicks,flagged - possible duplicate,This row appears to duplicate the FKA twigs entry with capitalization only. Review manually before using in downstream analysis.,,Labrinth; Noga Erez; Oklou; fakemink; Ninajirachi,,,No Spotify artist URL in source row; image not auto-filled.,,,No Spotify artist URL in source row.
FKA Twigs,,Sunday,Art Pop / Electronic,Eusexua Tour — finally here after 2025 visa cancellation. Unmissable.,Eusexua|Perfect Stranger|Room of Fools|Striptease|Perfectly|oh my love|honda|Drums of Death|Cellophane|Two Weeks|Water Me|Sad Day|Papi Pacify|Good to Love|Kicks,15,Eusexua|Perfect Stranger|Room of Fools|Striptease|Perfectly|oh my love|honda|Drums of Death|Cellophane|Two Weeks|Water Me|Sad Day|Papi Pacify|Good to Love|Kicks,flagged - possible duplicate,This row appears to duplicate the FKA twigs entry with capitalization only. Review manually before using in downstream analysis.,,Labrinth; Noga Erez; Oklou; fakemink; Ninajirachi,,,No Spotify artist URL in source row; image not auto-filled.,,,No Spotify artist URL in source row.
Josh Baker x Carlita,,Sunday,DJ / House,Verified setlist — both artists' real tracks. Intimate b2b house set.,Cash For Love (Carlita)|Shadows (Carlita)|Mind Off (Carlita)|Time (Carlita)|The Moment feat. SG Lewis (Carlita)|See It As A Sign (Carlita)|Sentimental (Carlita)|Zorro (Carlita)|Something to Me (Josh Baker)|Bass Up to the Top (Josh Baker)|You Don't Own Me feat. RAHH (Josh Baker)|Back It Up feat. Omar+ (Josh Baker)|Soul Snatcher (Josh Baker)|Out Of Hand (Josh Baker),14,Cash For Love (Carlita)|Shadows (Carlita)|Mind Off (Carlita)|Time (Carlita)|The Moment feat. SG Lewis (Carlita)|See It As A Sign (Carlita)|Sentimental (Carlita)|Zorro (Carlita)|Something to Me (Josh Baker)|Bass Up to the Top (Josh Baker)|You Don't Own Me feat. RAHH (Josh Baker)|Back It Up feat. Omar+ (Josh Baker)|Soul Snatcher (Josh Baker)|Out Of Hand (Josh Baker),,,,Chloé Caillet x Rossi; Green Velvet × AYYBO; Carlita x Josh Baker; Sander Kleinenberg; Zerb,,,No Spotify artist URL in source row; image not auto-filled.,,,No Spotify artist URL in source row.
Anyma,https://open.spotify.com/artist/4iBwchw0U0GZv5RfVYSMxN,Sunday,Electronic / Techno,World premiere of ÆDEN — Matteo Milleri's new universe. Historic show.,Explore Your Future|Consciousness|Welcome to the Opera|Eternity|House of the Rising Sun (edit)|Running|Godd|Life After Life|2 B Loved|Miracles|Deep in My Mind,11,Explore Your Future|Consciousness|Welcome to the Opera|Eternity|House of the Rising Sun (edit)|Running|Godd|Life After Life|2 B Loved|Miracles|Deep in My Mind,,,,Anyma presents Æden; Nine Inch Noize; Boys Noize; Disclosure; Moby,https://image-cdn-ak.spotifycdn.com/image/ab676161000051747f93152e853393d8c7cc71a0,Spotify oEmbed thumbnail_url,,Hypnotized (feat. Ellie Goulding) | Alive - Anyma Remix | Turn On The Lights again.. (feat. Future & Fred again..) - Anyma Remix | Out Of My Body (feat. EJAE) | Voices In My Head,Spotify artist embed top tracks,Top tracks pulled from linked Spotify artist page.
DJ Snake,,Saturday,EDM / Trap,Crowd-pleasing EDM set with era-defining bangers.,"Taki Taki (feat. Selena Gomez, Ozuna, Cardi B)|Middle|Turn Down for What (with Lil Jon)|A Different Way|Lean On (Major Lazer feat. MØ)|Magenta Riddim|Disco Maghreb|Enzo|SG|Propaganda|Run It",11,"Taki Taki (feat. Selena Gomez, Ozuna, Cardi B)|Middle|Turn Down for What (with Lil Jon)|A Different Way|Lean On (Major Lazer feat. MØ)|Magenta Riddim|Disco Maghreb|Enzo|SG|Propaganda|Run It",,,,Swae Lee; Young Thug; Kaskade; The xx; Nine Inch Noize,,,No Spotify artist URL in source row; image not auto-filled.,,,No Spotify artist URL in source row.

BIA,https://open.spotify.com/artist/5ksRONqssB7BR161NTtJAX,Saturday,Rap / Hip-Hop,High-energy rap set from Boston-bred MC.,WHOLE LOTTA MONEY|BESTEST|FAMOUS|London|Neva PlayD|LONDON (feat. J. Cole)|FALLBACK,7,WHOLE LOTTA MONEY|BESTEST|FAMOUS|London|Neva PlayD|LONDON (feat. J. Cole)|FALLBACK,,,,Coi Leray; Glorilla; Latto; Ice Spice; Monaleo,,,,,WHOLE LOTTA MONEY | BESTEST | FAMOUS | London | Neva PlayD,Spotify artist top tracks,Top tracks from BIA Spotify page.
